"﻿变量名",tip,tip_tw,tip_en,tip_kr,monRes
"默认值",,,,,
"ID",tip,tip,tip,tip_韩,展示人物资源
"1",Tip: A shy Mimikyu seems to appear occasionally in the main scene.,小提示：主場景中似乎有一隻害羞的謎擬Q會偶爾出現的樣子,Tip: A shy Mimikyu seems to appear occasionally in the main scene.,알림: 메인 지역에는 부끄러운 따라큐가 가끔씩 나타납니다.,
"2","Tip: Ditto also wants to play with everyone, but it can't seem to change its eyes yet",小提示：百變怪也想和大夥兒們一起玩，但是它似乎還不會變眼睛,"Tip: Ditto also wants to play with everyone, but it can't seem to change its eyes yet","""알림: 메타몽은 다른 친구들과 놀고 싶어하지만, 아직 눈까지 바꾸는 법은 모르는 듯합니다.""",
"3",Tip: Personal image bonus stats become effective immediately after unlocking,小提示：個人形象加成的屬性解鎖後即生效了哦,Tip: Personal image bonus stats become effective immediately after unlocking,알림: 개인 아바타 보너스의 속성은 개방 즉시 적용됩니다.,
"4","Tip: After unlocking a Pokémon in the Pokédex, you may use its avatar as your profile picture.",小提示：解鎖精靈的圖鑒後可以使用該精靈作為頭像,"Tip: After unlocking a Pokémon in the Pokédex, you may use its avatar as your profile picture.",알림: 포켓몬 도감 개방 시 해당 포켓몬을 프로필로 사용할 수 있습니다.,
"5",Tip: You can change the operating frame rate in the settings,小提示：可以在設置中控制運行幀率,Tip: You can change the operating frame rate in the settings,알림: 설정에서 프레임을 설정할 수 있습니다.,
"6",Tip: Time-limited titles cannot be used when has expired.,小提示：限時稱號到期後就無法使用了,Tip: Time-limited titles cannot be used when has expired.,알림: 한정 호칭이 만료되면 사용할 수 없습니다.,
"7",Tip: I heard that someone found a Mystery Shop after clearing all the levels.,小提示：聽說有人打完關卡後發現了一個神秘的商店,Tip: I heard that someone found a Mystery Shop after clearing all the levels.,알림: 누군가 스테이지를 클리어한 후 신비한 상점을 발견했다고 합니다.,
"8",Tip: Long press energy bar to check your energy recovery status,小提示：長按體力條可以看到體力恢復情況,Tip: Long press energy bar to check your energy recovery status,알림: 체력 바를 길게 터치하면 체력 회복 상황을 확인할 수 있습니다.,
"9","Tip: After clearing the level, don't forget to check if there are any chests to be collected",小提示：通關關卡後，別忘了看看地圖上有沒有散落的小寶箱,"Tip: After clearing the level, don't forget to check if there are any chests to be collected",알림: 스테이지 클리어 후 지도에 떨어진 보물상자가 없는지 살펴보세요.,
"10",Tip: Don't forget to clear the daily reward dungeon,小提示：千萬別錯過每天的獎勵副本,Tip: Don't forget to clear the daily reward dungeon,알림: 매일 보상 던전을 절대 잊지 마세요.,
"11","Tip: The more damage you deal in the Coin Event, the more coins you get",小提示：金幣活動本造成的傷害越多，可以拿到的金幣就越多哦,"Tip: The more damage you deal in the Coin Event, the more coins you get",알림: 코인 이벤트에서는 입히는 피해가 클수록 획득하는 코인이 증가합니다.,
"12","Tip: The monsters in the Gift Event Dungeon are sometimes immune to P.ATK and SP.ATK,  so do be careful!",小提示：禮物活動本的怪物有時會免疫物理傷害，有時會免疫特攻傷害，要看清楚哦,"Tip: The monsters in the Gift Event Dungeon are sometimes immune to P.ATK and SP.ATK,  so do be careful!",알림: 선물 이벤트의 몬스터는 가끔씩 피해 또는 특수공격 피해에 면역되니 잘 확인해야 합니다.,
"13",Tip: Use Pokémons that are of the same series as the Shard Event Book in the challenge to get extra rewards.,小提示：使用和碎片活動本相同系列的精靈去挑戰可以獲得額外獎勵哦,Tip: Use Pokémons that are of the same series as the Shard Event Book in the challenge to get extra rewards.,알림: 조각 이벤트와 같은 계열의 포켓몬을 사용해 도전하면 추가 보상을 획득할 수 있습니다.,
"14",Tip: Remember to adjust and sync your Main City line-up with your Arena Defense line-up.,小提示：如果沒有將主城陣容同步到競技場防守陣容，記得常去看看調整調整,Tip: Remember to adjust and sync your Main City line-up with your Arena Defense line-up.,알림: 메인 시티 라인업을 아레나 방어 라인업에 자주 동기화해줘야 합니다.,
"15","Tip: Hurry, join a union and find like-minded companions!",小提示：快去加入一個公會，尋找志同道合的夥伴吧,"Tip: Hurry, join a union and find like-minded companions!",알림: 어서 길드에 가입해 뜻이 맞는 동료들을 만나 보세요.,
"16",Tip: The Pokémon level cannot exceed the level of the trainer.,小提示：精靈等級不能超過訓練家的等級哦,Tip: The Pokémon level cannot exceed the level of the trainer.,알림: 포켓몬 레벨은 트레이너 레벨보다 높을 수 없습니다.,
"17",Tip: Don't forget to claim the union War Rewards at the bottom right hand corner!,小提示：公會副本的通關獎勵統一在右下角，千萬別忘了哦,Tip: Don't forget to claim the union War Rewards at the bottom right hand corner!,알림: 길드 던전의 클리어 보상은 모두 우측 하단에 있습니다.,
"18",Tip: A single Pokémon in the Training Center can gain up to EXP time boost per day.,小提示：訓練中心中的單只精靈每天最多獲得6次加速的經驗哦,Tip: A single Pokémon in the Training Center can gain up to EXP time boost per day.,알림: 훈련 센터의 단일 포켓몬은 매일 최대 6회 가속 경험치를 획득할 수 있습니다.,
"19","Tip: Remember to distribute the Red Packet after getting it. It's free anyway, do share it with everyone",小提示：獲得紅包後記得發放，發紅包是免費的，記得和大家分享,"Tip: Remember to distribute the Red Packet after getting it. It's free anyway, do share it with everyone",알림: 보너스 획득 시 발송하는 것을 잊지 마세요. 보너스 발송은 무료입니다.,
"20","Tip: Note that after changing union, there will be many buildings that cannot be used on the day. ",小提示：更換公會後，會有很多建築當天是沒辦法使用的，謹慎操作哦,"Tip: Note that after changing union, there will be many buildings that cannot be used on the day. ",알림: 길드 변경 시 일부 건물은 당일에 사용할 수 없습니다.,
